DamName,DamType,Province,DamLink,DamDescription
龙首一级水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1250,No description
刘家峡水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1052,No description
河口水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1348,No description
龙首二级水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1178,No description
汉坪嘴水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1934,"<td class=""nr3"" align=""left""><p>    汉坪嘴水电站位于甘肃省文县境内的白水江下游，是白水江流域规划中的最下一个梯级电站。工程主要任务是发电，电站装机容量72MW。水库正常蓄水位755.00m，设计洪水位755.00m，校核洪水位757.41m，死水位752.00m，汛限水位753.00m，总库容0.51亿m<sup>3</sup>，为旬调节水库。工程枢纽主要由混凝土面板堆石坝、溢洪洞、排沙洞、引水系统和发电厂房等建筑物组成。面板坝坝顶高程758.50m，最大坝高57m，坝顶宽8m，坝顶长202m。溢洪洞由导流洞改建而成，进口设平面检修闸门和弧形工作闸门，堰顶高程739.00m，孔口尺寸为11m×15m，采用挑流消能，最大泄量2123m<sup>3</sup>/s。排沙洞进口底坎高程724.00m，进口设4.8m×4.8m的平面事故检修闸门，出口设4m×4m弧形工作闸门，采用挑流消能，最大泄量为329m<sup>3</sup>/s。</p><br>    工程于2001年11月开工建设，2005年2月1日下闸蓄水，2005年9月三台机组全部投产发电。</td>"
麒麟寺水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1424,No description
海甸峡水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1269,No description
代古寺水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=2002,"<td class=""nr3"" align=""left""><p>    代古寺水电站位于甘肃省甘南州迭部县洛大乡，坝址位于白龙江干流与腊子沟支流交汇下游约100m处，坝址距上游代古寺村约1km、下游舟曲县61km、距迭部县85km、距兰州约360km，是尼什峡至沙川坝河段梯级开发共设置13座水电站中的第8座梯级电站，其上游水位与相距8.1km的水泊峡电站的尾水位衔接，下游尾水与相距16.6km的巴藏水电站库水位相衔接。工程主要任务是发电，电站采用引水式电站，总装机容量87MW（3×29MW）。坝址以上控制流域面积7953km<sup>2</sup>，水库校核洪水位1711.83m，设计洪水位1709.11m，正常蓄水位1710.00m，汛期限制水位和死水位均为1706m，水库总库容1072万m<sup>3</sup>，为日调节水库。工程属Ⅲ等工程，枢纽主要建筑物为3级建筑物，次要建筑物为4级。工程区地震基本烈度Ⅷ度。</p>
<p>    工程由挡水建筑物、泄水建筑物、放水建筑物、引水发电系统和发电厂区等组成。</p>
<p>    本工程主要由拦河拱坝、泄水建筑物（坝顶溢流表孔和排砂孔）、生态放水管、引水发电隧洞、发电厂房和升压站等建筑物组成。拦河坝为混凝土双曲拱坝，坝顶高程1712.00m，最大坝高52.00m，坝顶长度98.1m。溢流表孔共3孔，单孔净宽3.0m，堰顶高程1702.00m；弧型工作闸门采用2×500 kN双吊点液压启闭机启闭；校核洪水位时最大泄量1647m3/s，采用挑流消能方式。排砂孔（兼泄洪孔）共1孔，进水口高程1684.00m，进口设置事故检修门和工作闸门各1扇，均为平面滑动闸门，进水口孔口尺寸3.0m×4.5m(宽×高)，出水口尺寸3.0m×3.5m(宽×高)，校核洪水位时最大泄量209m3/s，采用挑流消能方式；工作闸门的启闭设备选用固定卷扬启闭机启闭；事故检修门动水闭门，静水启门，选用固定卷扬启闭机启闭。</p>
<p>    主体工程于2008年5月28日正式开工建设。</p>
<p> </p></td>"
大孤山水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1936,"<td class=""nr3"" align=""left""><p align=""left"">    大孤山水电站位于甘肃省肃南县境内的黑河上游，是黑河干流规划的第五个梯级电站。工程以发电为主，电站装机容量65MW，采用引水式开发。坝址位于二子龙沟下游约800m，距张掖市约120km。工程于2007 年3 月开工，2009 年7 月下闸蓄水，2009年7 月三台机组相继并网发电。坝址以上控制流域面积8609km<sup>2</sup>，水库总库容30 万m<sup>3</sup>，无调节能力；水库正常蓄水位2145.50m，发电死水位2142.00m，设计洪水位2144.00m，校核洪水位2145.10m。</p>
<p>    枢纽工程由首部枢纽、发电引水系统、发电厂房及开关站等组成。首部枢纽由左岸挡水坝段、泄洪冲沙闸坝段和发电进水闸组成，混凝土闸坝最大坝高23m，坝顶全长62m，坝顶高程2148.00m。泄水建筑物为3 孔泄洪冲沙闸，孔口尺寸均为10m×8m（宽×高），闸室底板高程1#孔为2128.00m，2#、3#孔为2129.00m，校核洪水位时总泄流能力2919m3/s。采用底流消能。</p></td>"
橙子沟水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1802,"<td class=""nr3"" align=""left""><p></p>
<p align=""left"">    橙子沟水电站大坝位于甘肃省陇南市境内武都区宗家坝村300m 处，是白龙江干流上水电梯级开发规划的第15 级电站。电站为径流引水式电站，主要任务是发电，电站总装机容量115MW（3×38.33 MW）。工程主要建筑物由首部枢纽、引水隧洞、调压井、压力钢管、发电厂房及开关站等组成。水库校核洪水位893.00m，设计洪水位和正常蓄水位均为891.50m，死水位890.50m，总库容280 万m<sup>3</sup>，为日调节水库。首部枢纽主要由左岸堆石坝、泄洪闸、冲沙闸、溢流坝、生态放水管及电站进水口等组成，为三等中型工程，主要建筑物为3 级。工程区域地震基本烈度为Ⅷ度，水工建筑物设防烈度为8 度。</p>
<p align=""left"">    左岸堆石坝为钢筋混凝土心墙堆石坝，坝顶高程895.00m，最大坝高18.50m，上游坝坡1:1.8，下游坝坡1:1.8。泄水建筑物布置在河床右岸的主河床位置，有1 孔冲沙闸、3 孔泄洪闸和溢流坝段组成。冲沙闸布置在河床的最右侧，孔口净宽6.0m，进水口底板高程879.50m，设弧形工作门和平板检修门各1 扇，孔口尺寸分别是</p>
<p align=""left"">6.0m×7.0m、6.0m×9.0m，最大泄量464.9m<sup>3</sup>/s，底流消能；1#、2#、3#泄洪闸紧靠冲沙闸左侧依次布置，单孔净宽10.6m，进水口底板高程879.50m，设平板工作门和平板检修门各1 扇，孔口尺寸10.6m×12.0m，最大泄量2515m<sup>3</sup>/s，底流消能。溢流坝段位于1#泄洪闸和2#泄洪闸之间，总宽8.0m，围堰面为WES曲线堰形，堰顶高程890.00m，坝顶设6.0m 宽工作桥；设1 道平板工作门，孔口尺寸5.0m×1.5m，最大泄量163m<sup>3</sup>/s，底流消能。</p>
<p>    工程于2010年10月14日开工建设，2014年8月下闸蓄水，2014 年8 月8日首台机组正式并网发电，2014 年8 月17 日3 台机组全部投产发电。2015年10月由中国水利水电科学研究院完成竣工安全鉴定。</p></td>"
大峡水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1121,No description
柴家峡水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1374,No description
达拉河口水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1273,No description
宝瓶河水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1589,"<td class=""nr3"" align=""left""><p>    宝瓶河水电站位于甘肃省肃南县和青海省祁连县境内的黑河上游，下游距三道湾水电站26.2km，距张掖市约165km。工程以发电为主，电站装机容量123MW。坝址以上控制流域面积7851km<sup>2</sup>，水库总库容2219万m<sup>3</sup>，为日调节水库。工程规模为三等中型工程，大坝为2级建筑物，设计洪水重现期100年，校核洪水重现期2000年。设计洪水位、正常蓄水位均为2521.00m，校核洪水位2522.72m。</p>
<p>    枢纽工程由混凝土面板堆石坝、引水系统及发电厂房等组成。泄洪、排沙和引水发电建筑物布置在左岸。大坝最大坝高93.5m，坝顶全长147m，坝顶高程2528.60m。泄水建筑物由潜孔式溢洪道和泄洪排沙洞组成，溢洪道共3孔，单孔孔口尺寸8.0m×10.0m（宽×高），堰顶高程2511.00m，采用挑流消能，最大泄量1738m3/s；泄洪排沙洞总长369.42m，孔口尺寸8.0m×7.0m（宽×高），底板高程2480.00m，采用挑流消能，最大泄量1262m3/s。</p>
<p>    工程于2009年8月1日开工，2012年2月16日下闸蓄水，2012年6月24日首台机组投入运行，2012年7月10日最后一台机组投入运行。2014年7月完成竣工安全鉴定。</p></td>"
炳灵水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1398,No description
八盘峡水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1051,No description
碧口水电站,注册电站32座,甘肃省,http://www.dam.com.cn/damView/view.jsp?id=1054,No description
西绒水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1610,No description
石头峡水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1930,No description
色乌水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=2239,No description
晒拉水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1611,No description
若钦水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1605,No description
青岗峡水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1926,No description
宁木特水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1615,No description
门堂水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1616,No description
路马日水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=2243,No description
玛尔挡水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1614,No description
立新水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1606,No description
勒义水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1607,No description
卡索峡水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1927,No description
跟着水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1609,No description
尔多水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1617,No description
久干水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1928,No description
东就拉水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=2240,No description
东旭二级水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1931,No description
德曲口水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=2242,No description
侧仿水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=2241,No description
茨哈峡水电站,其他电站24座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1613,No description
拉西瓦水电站,备案电站3座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1408,No description
积石峡水电站,备案电站3座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1619,"<td class=""nr3"" align=""left""><p>积石峡水电站位于青海省循化县境内积石峡出口处，是黄河上游干流“龙青段梯级规划”的第五个大型梯级电站，距循化县城30km，距省会西宁206km。枢纽主要任务是发电。水库正常蓄水位1856m高程，最大坝高103m，水库总库容2.94亿m<sup>3</sup>，最大发电水头73m，总装机容量1020MW。</p>
<p>   枢纽建筑物主要由混凝土面板堆石坝、左岸表孔溢洪道、左岸中孔泄洪洞（与导流洞结合）、左岸泄洪排沙底孔（兼放空洞）、左岸引水发电系统（坝下掩埋式引水钢管）及坝后厂房等组成。工程规模为二等大（2）型，大坝为1级建筑物，泄水建筑物、引水发电及厂房均为2级建筑物。</p>
<p>    混凝土面板堆石坝坝轴线方位NE69°0′5.43″，坝顶高程1861.00m，最大坝高103.0m，坝顶长度321.9m，顶宽9.8m。上游坝坡1：1.5；下游坝坡设有9.0m宽的“之”字形上坝公路，公路间坝坡1：1.4～1：1.3，上缓下陡，综合坝坡为1：1.72。坝顶设有高度为5.2m的“L”防浪墙。大坝与电站进水口以及溢洪道泄槽段相接。</p>
<p>    岸边开敞式溢洪道布置在左岸，由引渠段、堰闸段、泄槽段、挑流鼻坎段组成，堰闸段至鼻坎段总长428.683m。溢流堰堰顶高程1836m，孔口尺寸15 m×20m（宽×高），堰下设齿槽并布置灌浆廊道。堰面曲线为WES曲线，曲线方程为y=0.0461x1.836，下游直线段坡比为1：2，泄槽末端接挑流鼻坎，坎顶高程1816.152m。堰顶设平板检修门和弧形工作门。溢洪道采用挑流消能，最大泄量3446m<sup>3</sup>/s。</p>
<p>    中孔泄洪洞布置在左岸，由导流洞改建，为“龙抬头”式有压短管进口泄洪洞，由进口引渠、岸塔式进水口、“龙抬头”斜洞段、反弧段、与导流洞结合段、明槽及消力池段等组成，全长828m。进水口底板高程1804m，进水口设有平板检修门和平板工作门。桩号中孔0+042.00m处开始为“龙抬头”斜洞段，断面为城门洞型，尺寸为10m×14m（宽×高）；斜洞末端桩号为中0+220.023m，底板高程1778.972m。桩号中孔0+214.457m～中孔0+233.416m为渐扩段，末端洞断面变为10m×15m，与导流洞断面相同。桩号中孔0+242.664m～0+678.327m为与导流洞结合段，底坡i=0.47%，断面为城门洞型，断面尺寸为10m×15m；隧洞为钢筋混凝土衬砌，厚度1.2m。中孔泄洪洞出口处底板高程1776m，出口设消力池，洞出口与消力池之间为明槽段，底板高程由1776.00m降至1768.00m。消力池池底高程1768m，长61m，净宽15m，设有尾坎，坎顶高程1778.0m，尾坎顶设1扇平板检修门。中孔泄洪洞采用底流消能，最大泄量2314m<sup>3</sup>/s。</p>
<p>    泄洪排沙底孔（兼放空洞）进口位于左岸电站进水口2号、3号引水钢管之间，在平面上有两个弯道，其轴线走向由SE 159°经弧型变为SE 159°。泄洪排沙洞底孔引渠底高程1795m，底宽10m，两边边坡分别与溢洪道及电站进水口引渠相连接。泄洪排沙底孔进口与电站进水塔结合，进口为两孔，底坎高程1795.0m，设两道事故检修门。进水口后为20m长的渐变断，由矩形断面12.0m×8m渐变为直径9m的圆形断面；其后为331.2m长的圆形有压隧洞，直径9m ；再其后为17.3m的出口渐变段 ，由圆形渐变为8m×6.8m的矩形断面。工作闸门室位于隧洞出口，底板高程1793.5m，设一扇弧型工作门。闸室后为明渠，末端接挑流鼻坎，鼻坎顶高程1798.64m。泄洪排沙底孔采用挑流消能，最大泄量1420m<sup>3</sup>/s。</p>
<p>    工程于2008年11月开工，2010年10月14日正式下闸蓄水，2010年11月9日第一台机组并网发电，2010年11月27日第二台机组并网发电，2010年12月12日第三台机组并网发电，年内三台机组全部投产发电。</p>
<p> </p></td>"
黄藏寺水电站,水利口管辖电站1座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1935,No description
直岗拉卡水电站,注册电站11座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1243,No description
纳子峡水电站,注册电站11座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1929,"<td class=""nr3"" align=""left""><p>
</p>
<p>    纳子峡水电站位于青海省门源县境内的大通河上游，坝址距门源县城约 55km。工程以发电为主，兼有防洪功能，电站总装机容量 87MW，水库总库容 7.33亿m3 ，调节 库容 1.72亿m3 ，为年调节水库，正常蓄水位<br>3201.50m。工程等别为二等大（2）型工程，大坝为1级建筑物。混凝土面板砂砾石坝最大坝高 117.6m，坝顶高程 3204.60m。 泄水建筑物由溢洪道和泄洪洞组成。工程于 2009 年 9 月开工，2014 年 2 月下闸蓄水、 11 月三台机组并网发电。 </p>
<p><br>
</p>
<p></p></td>"
苏只水电站,注册电站11座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1307,No description
龙羊峡水电站,注册电站11座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1122,No description
李家峡水电站,注册电站11座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1164,No description
黄丰水电站,备案电站3座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1618,No description
尼那水电站,注册电站11座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1432,No description
金沙峡水电站,注册电站11座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1403,No description
大河家水电站,注册电站11座,青海省,http://www.dam.com.cn/damView/view.jsp?id=2107,"<td class=""nr3"" align=""left""><p>    大河家水电站位于青海省民和县官亭镇与甘肃省积石山县大河家镇交界的黄河干流河段上，是黄河龙羊峡—青铜峡河段水电开发规划中的第12个梯级电站，上游约5.8km是正在筹建的积石峡水电站，下游约11km是在建的炳灵水电站库尾。 电站距青海省西宁市公路里程204km。</p>
<p>    工程主要开发任务是发电，总装机容量142MW，4台灯泡贯流式机组，单机容量35.5MW。主要由河床式电站厂房、泄洪闸、左右岸砂砾石坝、防渗墙等建筑物组成。水库正常蓄水位1783.00m，总库容390万m3。工程属三等中型工程，主要建筑物级别为3级。</p>
<p>    2011年7月16日主体工程开工，2016年7月下闸蓄水，2016年8月首台机组发电。</p></td>"
界板关水电站,其他电站7座,陕西省,http://www.dam.com.cn/damView/view.jsp?id=2450,No description
康扬水电站,注册电站11座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1399,No description
双庙崖水电站,其他电站7座,陕西省,http://www.dam.com.cn/damView/view.jsp?id=2943,No description
班多水电站,注册电站11座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1347,No description
黄金峡水电站,其他电站7座,陕西省,http://www.dam.com.cn/damView/view.jsp?id=2440,No description
公伯峡水电站,注册电站11座,青海省,http://www.dam.com.cn/damView/view.jsp?id=1297,No description
碛口水电站,水利口管辖电站4座,陕西省,http://www.dam.com.cn/damView/view.jsp?id=1726,No description
柴坪水电站,其他电站7座,陕西省,http://www.dam.com.cn/damView/view.jsp?id=2437,No description
葫芦头水电站,水利口管辖电站4座,陕西省,http://www.dam.com.cn/damView/view.jsp?id=1270,No description
喜河水电站,注册电站6座,陕西省,http://www.dam.com.cn/damView/view.jsp?id=1375,No description
古贤水电站,水利口管辖电站4座,陕西省,http://www.dam.com.cn/damView/view.jsp?id=1727,No description
蜀河水电站,注册电站6座,陕西省,http://www.dam.com.cn/damView/view.jsp?id=1798,No description
甘泽坡水电站,水利口管辖电站4座,陕西省,http://www.dam.com.cn/damView/view.jsp?id=1728,No description
白河水电站,其他电站7座,陕西省,http://www.dam.com.cn/damView/view.jsp?id=1761,No description
天生桥水电站,注册电站6座,陕西省,http://www.dam.com.cn/damView/view.jsp?id=1306,"<td class=""nr3"" align=""left""><p>      二郎坝水电站工程水库枢纽位于陕西省宁强县境内的嘉陵江二级支流西流河上，坝址以上集水面积397km<sup>2</sup>，水库正常蓄水位1180.00m，汛限水位1177.00m，死水位1140.00m，设计洪水位1180.70m，校核洪水位1185.20m。水库总库容0.78亿m<sup>3</sup>，是年调节水库。电站总装机容量12MW，多年平均发电量0.411亿KW·h。</p>
<p>      水库枢纽建筑物由暗河拱堵头、副坝、山体防渗帷幕、溢洪洞、发电防空洞和电站厂房等组成。暗河拱堵头为等厚混凝土双曲球壳结构，壳体厚度18m，球心高程1089.00m。堵头上游面高程1083.00m以上采用PVC复合土工膜加强防渗，土工膜上游侧堆填厚度不小于2m的粘土保护层。副坝位于暗河进口右侧的古河道上，为混凝土心墙土石坝，坝顶高程1187.00m，坝顶宽13m，坝顶长210m，最大填筑高度7m。溢洪洞全长418.27m，由进口因区段和闸室段、洞身段、出口明槽挑流段组成，最大溢洪流量2765m<sup>3</sup>/s。溢流堰为WES实用堰，堰顶高程1163.50m，设有14m×17m（宽×高）露顶式弧形工作闸门。</p>
<div>    拱堵头围岩为砂质白云岩夹薄层白云质砂岩。“5.12”地震后，根据中国地震局公布的《中国地震动参数区划图》国家标准第1号修改通知单，工程区地震动峰值加速度由原来的0.05g，提高到0.1g，相应地震基本烈度由6度提高到7度。</div>
<p>    工程于1994年5月开工，枢纽主体工程于1999年8月基本完工，1999年8月22日通过蓄水验收，24日下闸蓄水，2007年10月通过竣工安全鉴定。大坝主管单位为陕西秦龙电力股份有限公司，运行单位为二郎坝水力发电公司。</p></td>"
石泉水电站,注册电站6座,陕西省,http://www.dam.com.cn/damView/view.jsp?id=1009,No description
安康水电站,注册电站6座,陕西省,http://www.dam.com.cn/damView/view.jsp?id=1157,No description
蔺河口水电站,注册电站6座,陕西省,http://www.dam.com.cn/damView/view.jsp?id=1193,No description
远口水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2314,No description
下坝水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2150,No description
岩溪渡水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2140,No description
响水二期水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=1785,No description
新渡口水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2160,No description
阳长一级水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2152,No description
石厂水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2310,No description
五堆水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2134,No description
狮子口水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2153,No description
生本滩水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2137,No description
山水洞水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2154,No description
冉渡滩水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2131,No description
石板塘水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2145,No description
沙坝水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2133,No description
冗各水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=3039,No description
清溪水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2130,No description
七里塘水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2142,No description
平寨水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=3037,No description
平寨水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=3036,No description
龙窝水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2149,No description
毛家塘水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2129,No description
角口水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2163,No description
脚渡河水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2148,No description
落脚河水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2156,No description
凯峡河水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2159,No description
剑阁水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2143,No description
高生水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=1786,No description
白水泉水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2141,No description
官庄水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2104,No description
董家院水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2147,No description
长塘水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2144,No description
耳海水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2146,No description
红毛洞水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2132,No description
土溪水电站,水利口管辖电站10座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2103,No description
阿珠水电站,其他电站35座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2151,No description
朱老村水电站,水利口管辖电站10座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2099,No description
小河口水电站,水利口管辖电站10座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2098,No description
黔中水利枢纽,水利口管辖电站10座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=1783,No description
李官水电站,水利口管辖电站10座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=1149,"<td class=""nr3"" align=""left""><p>      李官水电站位于猫跳河及李官河汇合口下游50m处，上游距百花水电站4.5km，下游距修文水电站12km，距贵阳市32km。水库正常高水位时库容0.0235亿m<sup>3</sup>，正常蓄水位1151.5m，设计洪水位1157.45m，校核洪水位1158.03m。李官水电站为河床电站，装机容量13MW，多年平均发电量4450万KW·h。<strong></strong></p>

<p>      枢纽建筑物布置在河床中间，溢流坝泄洪。左、右岸为挡水坝段，厂房坝段最大坝高34m，河床为溢流坝和厂房坝段，溢流坝段最大坝高28.0m，溢流坝段坝顶高程1151.5m。厂房位于河床右岸挡水坝段后，与坝连成整体。溢流坝为浆砌石重力坝外包混凝土，泄水建筑物为开敞式溢流堰，两岸挡水坝为混凝土重力坝。冲沙孔布置于厂房左端墙内，孔口高程1134m，兼作放空底孔用。</p>
<p>      工程于1988年5月开工，1991年12月蓄水，1993年4月竣工。</p></td>"
芙蓉江田坝水电站,水利口管辖电站10座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2101,No description
夹岩水电站,水利口管辖电站10座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2158,No description
良坎水电站,水利口管辖电站10座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2102,No description
牛都水电站,水利口管辖电站10座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2100,No description
花溪水电站,水利口管辖电站10座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=1045,"<td class=""nr3"" align=""left""><p>      花溪水电站位于贵阳市南20公里的南明河上，坝址控制集雨面积325km<sup>2</sup>，多年平均流量6.3m<sup>3</sup>/s，多年平均年水量1.99亿m<sup>3</sup>。水库正常高水位1140.5m，设计洪水位1142.70m，校核洪水位1144.27m，总库容2580万m<sup>3</sup>。电站总装机0.31万KW，设计年发电量1620万度KW·h。</p>
<p>      拦河坝为混凝土双支墩大头坝，坝顶高程1146.00m，最大坝高49m，坝顶长度95.00m，坝顶宽度3.80m。左岸有总长31.5m的开敞式溢洪道及总长21m的虹吸式溢洪道，共可下泄820m<sup>3</sup>/s的流量。</p>
<p>      工程于1958年7月开工，1959年7月首次蓄水，1960年5月竣工。</p></td>"
象鼻岭水电站,备案电站6座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=1815,No description
泥猪河水电站,备案电站6座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=1580,No description
角木塘水电站,备案电站6座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2105,No description
马马崖一级水电站,备案电站6座,贵州省,http://www.dam.com.cn/damView/view.jsp?id=2093,"<td class=""nr3"" align=""left""><p>    马马崖一级水电站位于贵州省关岭县与兴仁县交界的北盘江中游尖山峡谷河段，是北盘江干流（茅口以下）水电梯级开发的第二级，距上游光照水电站45km，下游为董箐水电站。工程以发电为主，航运次之，电站总装机容量558MW（3×180+18MW）。坝址控制流域面积16068km<sup>2</sup>，水库正常蓄水位585m，死水位580m，正常蓄水位以下库容1.365亿m<sup>3</sup>，为日调节水库。</p>
<p>    枢纽工程由碾压混凝土重力坝、坝身开敞式溢流表孔、放空兼冲沙底孔、左岸引水系统、左岸地下厂房等组成，属二等大（2）型工程，大坝及相应的泄水建筑物为二等2级，洪水标准按100年一遇洪水设计，1000年一遇洪水校核。 </p>
<p>    主体工程于2011年9月20日开工， 2014年11月10日下闸蓄水。2015年1月10日首台机组投产发电，其余2<sup>#</sup>、3<sup>#</sup>、4<sup>#</sup>机组分别于2015年3月6日、6月18日、4月30日投入商业运行</p></td>"
